lat,lon,object_class,geometry
31.9131015,117.2502528,cooling_tower,POINT (117.2502528 31.9131015)
31.9130920,117.2522732,cooling_tower,POINT (117.2522732 31.913092)
40.0939593,-82.0257869,cooling_tower,POINT (-82.0257869 40.0939593)
50.2100811,19.2284571,cooling_tower,POINT (19.2284571 50.2100811)
41.4845199,27.3368962,cooling_tower,POINT (27.3368962 41.4845199)
41.4805193,27.3350302,cooling_tower,POINT (27.3350302 41.4805193)
35.3974819,47.0314843,cooling_tower,POINT (47.0314843 35.3974819)
35.3966681,47.0325579,cooling_tower,POINT (47.0325579 35.3966681)
44.6780254,22.6899085,cooling_tower,POINT (22.6899085 44.6780254)
44.6739497,22.6908812,cooling_tower,POINT (22.6908812 44.6739497)
44.6744459,22.6910511,cooling_tower,POINT (22.6910511 44.6744459)
44.6774384,22.6902458,cooling_tower,POINT (22.6902458 44.6774384)
41.8011642,-81.1400349,cooling_tower,POINT (-81.1400349 41.8011642)
41.8031308,-81.1408950,cooling_tower,POINT (-81.140895 41.8031308)
38.0543705,114.1887639,cooling_tower,POINT (114.1887639 38.0543705)
38.0541816,114.1906324,cooling_tower,POINT (114.1906324 38.0541816)
38.0555999,114.1909100,cooling_tower,POINT (114.19091 38.0555999)
38.0557722,114.1889490,cooling_tower,POINT (114.188949 38.0557722)
52.2538609,77.0423541,cooling_tower,POINT (77.0423541 52.2538609)
52.2538354,77.0433254,cooling_tower,POINT (77.0433254 52.2538354)
52.2527708,77.0423356,cooling_tower,POINT (77.0423356 52.2527708)
52.2527806,77.0432523,cooling_tower,POINT (77.04325230000001 52.2527806)
40.4624843,90.8594283,cooling_tower,POINT (90.8594283 40.4624843)
40.4620575,90.8589644,cooling_tower,POINT (90.8589644 40.4620575)
39.4690528,-8.1143216,cooling_tower,POINT (-8.1143216 39.4690528)
39.4683450,-8.1155618,cooling_tower,POINT (-8.1155618 39.468345)
39.4683529,-8.1155746,cooling_tower,POINT (-8.1155746 39.4683529)
39.4690521,-8.1143111,cooling_tower,POINT (-8.1143111 39.4690521)
30.8792041,120.5957951,cooling_tower,POINT (120.5957951 30.8792041)
39.2183907,117.9259766,cooling_tower,POINT (117.9259766 39.2183907)
39.2164674,117.9259545,cooling_tower,POINT (117.9259545 39.2164674)
51.0593764,6.5760322,cooling_tower,POINT (6.5760322 51.0593764)
51.0590511,6.5775413,cooling_tower,POINT (6.5775413 51.0590511)
51.0595066,6.5769350,cooling_tower,POINT (6.576935 51.0595066)
51.0600120,6.5777855,cooling_tower,POINT (6.5777855 51.060012)
-17.8454475,31.0324228,cooling_tower,POINT (31.0324228 -17.8454475)
-17.8461242,31.0324311,cooling_tower,POINT (31.0324311 -17.8461242)
-17.8464604,31.0324266,cooling_tower,POINT (31.0324266 -17.8464604)
-17.8457821,31.0324430,cooling_tower,POINT (31.032443 -17.8457821)
-17.8447314,31.0328870,cooling_tower,POINT (31.032887 -17.8447314)
-20.1585913,28.5750765,cooling_tower,POINT (28.5750765 -20.1585913)
-20.1588449,28.5747944,cooling_tower,POINT (28.5747944 -20.1588449)
-20.1584236,28.5754528,cooling_tower,POINT (28.5754528 -20.1584236)
-20.1590739,28.5745356,cooling_tower,POINT (28.5745356 -20.1590739)
-20.1585170,28.5758508,cooling_tower,POINT (28.5758508 -20.158517)
-20.1586326,28.5762481,cooling_tower,POINT (28.5762481 -20.1586326)
-18.3682666,26.4928584,cooling_tower,POINT (26.4928584 -18.3682666)
37.3132500,42.5973396,cooling_tower,POINT (42.5973396 37.31325)
49.0843215,16.1572393,cooling_tower,POINT (16.1572393 49.0843215)
34.0006637,49.4970041,cooling_tower,POINT (49.4970041 34.0006637)
34.0012321,49.4987282,cooling_tower,POINT (49.4987282 34.0012321)
34.0020411,49.4962563,cooling_tower,POINT (49.4962563 34.0020411)
34.0026380,49.4979503,cooling_tower,POINT (49.4979503 34.002638)
51.5407007,-2.6671180,cooling_tower,POINT (-2.667118 51.5407007)
47.0930066,130.2959629,cooling_tower,POINT (130.2959629 47.0930066)
47.0929764,130.2975143,cooling_tower,POINT (130.2975143 47.0929764)
32.3026414,119.1857852,cooling_tower,POINT (119.1857852 32.3026414)
38.3632688,116.8160487,cooling_tower,POINT (116.8160487 38.3632688)
38.3631008,116.8176345,cooling_tower,POINT (116.8176345 38.3631008)
29.4833076,121.5154877,cooling_tower,POINT (121.5154877 29.4833076)
29.4818841,121.5139415,cooling_tower,POINT (121.5139415 29.4818841)
41.2709314,121.2445817,cooling_tower,POINT (121.2445817 41.2709314)
41.2716018,121.2454182,cooling_tower,POINT (121.2454182 41.2716018)
41.2722098,121.2444433,cooling_tower,POINT (121.2444433 41.2722098)
44.0057504,125.3065832,cooling_tower,POINT (125.3065832 44.0057504)
44.0378951,125.2227745,cooling_tower,POINT (125.2227745 44.0378951)
43.5645793,11.4760009,cooling_tower,POINT (11.4760009 43.5645793)
43.5639146,11.4758615,cooling_tower,POINT (11.4758615 43.5639146)
48.2229612,20.2931204,cooling_tower,POINT (20.2931204 48.2229612)
52.1187901,26.0501189,cooling_tower,POINT (26.0501189 52.1187901)
42.6066862,23.0807864,cooling_tower,POINT (23.0807864 42.6066862)
42.6061689,23.0802875,cooling_tower,POINT (23.0802875 42.6061689)
42.6067177,23.0799763,cooling_tower,POINT (23.0799763 42.6067177)
41.9662261,-83.2578916,cooling_tower,POINT (-83.25789159999999 41.9662261)
41.9682937,-83.2569438,cooling_tower,POINT (-83.2569438 41.9682937)
51.5246786,-0.6257717,cooling_tower,POINT (-0.6257717 51.5246786)
51.5248115,-0.6265407,cooling_tower,POINT (-0.6265407 51.5248115)
24.9655073,103.0258774,cooling_tower,POINT (103.0258774 24.9655073)
24.9649598,103.0270205,cooling_tower,POINT (103.0270205 24.9649598)
43.3007618,129.8054967,cooling_tower,POINT (129.8054967 43.3007618)
43.3003864,129.8050787,cooling_tower,POINT (129.8050787 43.3003864)
36.4713506,117.8411278,cooling_tower,POINT (117.8411278 36.4713506)
36.4739871,117.8414001,cooling_tower,POINT (117.8414001 36.4739871)
36.4704020,117.8410488,cooling_tower,POINT (117.8410488 36.470402)
33.9245393,116.5502894,cooling_tower,POINT (116.5502894 33.9245393)
33.9245393,116.5515432,cooling_tower,POINT (116.5515432 33.9245393)
30.4998141,111.4428785,cooling_tower,POINT (111.4428785 30.4998141)
30.4993429,111.4413890,cooling_tower,POINT (111.441389 30.4993429)
34.5771541,119.1249367,cooling_tower,POINT (119.1249367 34.5771541)
34.5759118,119.1246221,cooling_tower,POINT (119.1246221 34.5759118)
34.5813992,119.1287119,cooling_tower,POINT (119.1287119 34.5813992)
40.1511421,-76.7253816,cooling_tower,POINT (-76.72538160000001 40.1511421)
40.1570831,-76.7229468,cooling_tower,POINT (-76.7229468 40.1570831)
40.1517961,-76.7234073,cooling_tower,POINT (-76.72340730000001 40.1517961)
40.1554197,-76.7229969,cooling_tower,POINT (-76.7229969 40.1554197)
39.7440094,33.4643146,cooling_tower,POINT (33.4643146 39.7440094)
-25.9572391,29.3415051,cooling_tower,POINT (29.3415051 -25.9572391)
-25.9563580,29.3379117,cooling_tower,POINT (29.3379117 -25.956358)
-25.9649126,29.3364143,cooling_tower,POINT (29.3364143 -25.9649126)
-25.9654239,29.3382114,cooling_tower,POINT (29.3382114 -25.9654239)
-25.9640107,29.3348050,cooling_tower,POINT (29.334805 -25.9640107)
-25.9565831,29.3397670,cooling_tower,POINT (29.339767 -25.9565831)
35.0025209,118.3255136,cooling_tower,POINT (118.3255136 35.0025209)
48.0944200,20.7157502,cooling_tower,POINT (20.7157502 48.09442)
-18.6566773,29.7806150,cooling_tower,POINT (29.780615 -18.6566773)
-18.6572212,29.7804031,cooling_tower,POINT (29.7804031 -18.6572212)
-18.6561386,29.7808215,cooling_tower,POINT (29.7808215 -18.6561386)
-18.6574931,29.7798800,cooling_tower,POINT (29.77988 -18.6574931)
38.9196501,121.6680368,cooling_tower,POINT (121.6680368 38.9196501)
49.5920829,117.4115330,cooling_tower,POINT (117.411533 49.5920829)
32.1871420,118.7374385,cooling_tower,POINT (118.7374385 32.187142)
32.1866389,118.7458003,cooling_tower,POINT (118.7458003 32.1866389)
32.1869807,118.7480819,cooling_tower,POINT (118.7480819 32.1869807)
32.2687285,118.8188251,cooling_tower,POINT (118.8188251 32.2687285)
32.2737876,118.8185505,cooling_tower,POINT (118.8185505 32.2737876)
32.2716667,118.8186559,cooling_tower,POINT (118.8186559 32.2716667)
37.5321402,121.3193341,cooling_tower,POINT (121.3193341 37.5321402)
37.5324253,121.3183416,cooling_tower,POINT (121.3183416 37.5324253)
37.5298600,121.3174994,cooling_tower,POINT (121.3174994 37.52986)
37.5299579,121.3187546,cooling_tower,POINT (121.3187546 37.5299579)
37.5299281,121.3160403,cooling_tower,POINT (121.3160403 37.5299281)
30.5605761,76.5782487,cooling_tower,POINT (76.5782487 30.5605761)
30.5605050,76.5810084,cooling_tower,POINT (76.5810084 30.560505)
30.8900356,107.0506963,cooling_tower,POINT (107.0506963 30.8900356)
30.8900422,107.0491581,cooling_tower,POINT (107.0491581 30.8900422)
26.0208226,113.2669492,cooling_tower,POINT (113.2669492 26.0208226)
26.0204639,113.2672348,cooling_tower,POINT (113.2672348 26.0204639)
26.0225964,113.2681027,cooling_tower,POINT (113.2681027 26.0225964)
31.7406395,120.0380344,cooling_tower,POINT (120.0380344 31.7406395)
24.8748468,55.1834035,cooling_tower,POINT (55.1834035 24.8748468)
24.8754844,55.1826788,cooling_tower,POINT (55.1826788 24.8754844)
24.8759886,55.1817963,cooling_tower,POINT (55.1817963 24.8759886)
24.8774885,55.1790596,cooling_tower,POINT (55.1790596 24.8774885)
24.8779791,55.1781908,cooling_tower,POINT (55.1781908 24.8779791)
24.8787273,55.1768353,cooling_tower,POINT (55.1768353 24.8787273)
24.8790925,55.1761812,cooling_tower,POINT (55.1761812 24.8790925)
23.5667935,114.6432157,cooling_tower,POINT (114.6432157 23.5667935)
23.5682053,114.6443036,cooling_tower,POINT (114.6443036 23.5682053)
25.4698630,104.5953778,cooling_tower,POINT (104.5953778 25.469863)
25.4668026,104.5938943,cooling_tower,POINT (104.5938943 25.4668026)
25.4681519,104.5947071,cooling_tower,POINT (104.5947071 25.4681519)
37.0035691,114.4817810,cooling_tower,POINT (114.481781 37.0035691)
37.0023053,114.4817541,cooling_tower,POINT (114.4817541 37.0023053)
21.0523019,75.8541278,cooling_tower,POINT (75.8541278 21.0523019)
21.0516173,75.8559879,cooling_tower,POINT (75.8559879 21.0516173)
31.4295397,119.8562928,cooling_tower,POINT (119.8562928 31.4295397)
31.3950782,119.8300555,cooling_tower,POINT (119.8300555 31.3950782)
31.3956557,119.8311065,cooling_tower,POINT (119.8311065 31.3956557)
31.3946978,119.8307815,cooling_tower,POINT (119.8307815 31.3946978)
32.6695847,117.0281589,cooling_tower,POINT (117.0281589 32.6695847)
34.9592213,36.6599627,cooling_tower,POINT (36.6599627 34.9592213)
34.9576100,36.6600096,cooling_tower,POINT (36.6600096 34.95761)
34.4643411,36.7875252,cooling_tower,POINT (36.7875252 34.4643411)
34.9607951,36.6598624,cooling_tower,POINT (36.6598624 34.9607951)
35.7375520,36.3595797,cooling_tower,POINT (36.3595797 35.737552)
28.2715197,104.6664828,cooling_tower,POINT (104.6664828 28.2715197)
28.2714736,104.6689529,cooling_tower,POINT (104.6689529 28.2714736)
28.6656624,104.6929650,cooling_tower,POINT (104.692965 28.6656624)
28.6668242,104.6943828,cooling_tower,POINT (104.6943828 28.6668242)
37.4228115,46.0117025,cooling_tower,POINT (46.0117025 37.4228115)
37.4223212,46.0135831,cooling_tower,POINT (46.0135831 37.4223212)
34.3880679,117.2531266,cooling_tower,POINT (117.2531266 34.3880679)
34.3864140,117.2534900,cooling_tower,POINT (117.25349 34.386414)
29.1201532,105.3935129,cooling_tower,POINT (105.3935129 29.1201532)
40.5117005,-79.1947983,cooling_tower,POINT (-79.1947983 40.5117005)
40.5111285,-79.1931544,cooling_tower,POINT (-79.1931544 40.5111285)
-18.3683988,26.4908787,cooling_tower,POINT (26.4908787 -18.3683988)
34.6429305,110.2902567,cooling_tower,POINT (110.2902567 34.6429305)
35.6130791,110.6558842,cooling_tower,POINT (110.6558842 35.6130791)
35.6126584,110.6544736,cooling_tower,POINT (110.6544736 35.6126584)
36.3501512,113.1956842,cooling_tower,POINT (113.1956842 36.3501512)
36.3505889,113.1939560,cooling_tower,POINT (113.193956 36.3505889)
36.9803275,112.9562814,cooling_tower,POINT (112.9562814 36.9803275)
36.9802935,112.9574051,cooling_tower,POINT (112.9574051 36.9802935)
37.0681005,113.3695075,cooling_tower,POINT (113.3695075 37.0681005)
37.0684356,113.3690729,cooling_tower,POINT (113.3690729 37.0684356)
37.7801084,112.4803227,cooling_tower,POINT (112.4803227 37.7801084)
37.7836641,112.4812659,cooling_tower,POINT (112.4812659 37.7836641)
37.7839765,112.4798028,cooling_tower,POINT (112.4798028 37.7839765)
37.7796635,112.4801809,cooling_tower,POINT (112.4801809 37.7796635)
39.6161671,112.7963038,cooling_tower,POINT (112.7963038 39.6161671)
39.0998280,111.1317544,cooling_tower,POINT (111.1317544 39.099828)
40.0606533,113.2162029,cooling_tower,POINT (113.2162029 40.0606533)
38.8048459,110.5084401,cooling_tower,POINT (110.5084401 38.8048459)
38.2398218,114.2173789,cooling_tower,POINT (114.2173789 38.2398218)
38.2411048,114.2162049,cooling_tower,POINT (114.2162049 38.2411048)
38.2454401,114.2215163,cooling_tower,POINT (114.2215163 38.2454401)
38.2447660,114.2203147,cooling_tower,POINT (114.2203147 38.244766)
38.2444289,114.2224657,cooling_tower,POINT (114.2224657 38.2444289)
38.2436837,114.2211655,cooling_tower,POINT (114.2211655 38.2436837)
38.4004663,109.8654740,cooling_tower,POINT (109.865474 38.4004663)
40.4037481,113.1383014,cooling_tower,POINT (113.1383014 40.4037481)
40.4046173,113.1386767,cooling_tower,POINT (113.1386767 40.4046173)
40.4001227,113.1527344,cooling_tower,POINT (113.1527344 40.4001227)
40.4006598,113.1506145,cooling_tower,POINT (113.1506145 40.4006598)
40.4011521,113.1486896,cooling_tower,POINT (113.1486896 40.4011521)
40.4016039,113.1469245,cooling_tower,POINT (113.1469245 40.4016039)
34.8517151,108.8876589,cooling_tower,POINT (108.8876589 34.8517151)
34.2836783,109.0467786,cooling_tower,POINT (109.0467786 34.2836783)
34.2845414,109.0467958,cooling_tower,POINT (109.0467958 34.2845414)
34.2881451,109.0502684,cooling_tower,POINT (109.0502684 34.2881451)
34.2880903,109.0489056,cooling_tower,POINT (109.0489056 34.2880903)
34.4979125,107.2164386,cooling_tower,POINT (107.2164386 34.4979125)
34.4993136,107.2146732,cooling_tower,POINT (107.2146732 34.4993136)
11.7764753,77.8226737,cooling_tower,POINT (77.8226737 11.7764753)
39.9790450,117.4573955,cooling_tower,POINT (117.4573955 39.979045)
39.9775497,117.4570280,cooling_tower,POINT (117.457028 39.9775497)
39.9758273,117.4659222,cooling_tower,POINT (117.4659222 39.9758273)
39.9759576,117.4637973,cooling_tower,POINT (117.4637973 39.9759576)
30.7031920,104.5764856,cooling_tower,POINT (104.5764856 30.703192)
30.7049886,104.5764707,cooling_tower,POINT (104.5764707 30.7049886)
46.0627230,18.2635448,cooling_tower,POINT (18.2635448 46.062723)
46.0620745,18.2646716,cooling_tower,POINT (18.2646716 46.0620745)
46.0620700,18.2635707,cooling_tower,POINT (18.2635707 46.06207)
46.0614102,18.2646716,cooling_tower,POINT (18.2646716 46.0614102)
46.0607819,18.2646781,cooling_tower,POINT (18.2646781 46.0607819)
46.0614147,18.2635838,cooling_tower,POINT (18.2635838 46.0614147)
46.0607684,18.2635772,cooling_tower,POINT (18.2635772 46.0607684)
46.0602938,18.2641635,cooling_tower,POINT (18.2641635 46.0602938)
39.9843366,31.6335946,cooling_tower,POINT (31.6335946 39.9843366)
37.9383565,106.1395079,cooling_tower,POINT (106.1395079 37.9383565)
32.6729748,117.0271724,cooling_tower,POINT (117.0271724 32.6729748)
32.1077179,114.1369552,cooling_tower,POINT (114.1369552 32.1077179)
32.1089515,114.1363041,cooling_tower,POINT (114.1363041 32.1089515)
-42.9028165,147.3267941,cooling_tower,POINT (147.3267941 -42.9028165)
35.6760885,-91.4076229,cooling_tower,POINT (-91.40762290000001 35.6760885)
35.6738742,-91.4062037,cooling_tower,POINT (-91.40620370000001 35.6738742)
46.4199072,24.7681715,cooling_tower,POINT (24.7681715 46.4199072)
46.4192559,24.7685561,cooling_tower,POINT (24.7685561 46.4192559)
46.4227615,24.7742504,cooling_tower,POINT (24.7742504 46.4227615)
46.4221761,24.7746033,cooling_tower,POINT (24.7746033 46.4221761)
48.4757677,38.7648137,cooling_tower,POINT (38.7648137 48.4757677)
48.4765170,38.7654159,cooling_tower,POINT (38.7654159 48.476517)
30.6798897,108.4014638,cooling_tower,POINT (108.4014638 30.6798897)
30.6802311,108.3992645,cooling_tower,POINT (108.3992645 30.6802311)
30.6771422,108.3968344,cooling_tower,POINT (108.3968344 30.6771422)
30.6786624,108.3971992,cooling_tower,POINT (108.3971992 30.6786624)
32.0175237,121.0531011,cooling_tower,POINT (121.0531011 32.0175237)
32.0174971,121.0521007,cooling_tower,POINT (121.0521007 32.0174971)
8.7639208,78.1678595,cooling_tower,POINT (78.16785950000001 8.763920799999999)
8.7635716,78.1701896,cooling_tower,POINT (78.1701896 8.763571600000001)
49.3064453,12.0869016,cooling_tower,POINT (12.0869016 49.3064453)
25.2024949,104.6834743,cooling_tower,POINT (104.6834743 25.2024949)
25.2027570,104.6850836,cooling_tower,POINT (104.6850836 25.202757)
25.2043102,104.6849548,cooling_tower,POINT (104.6849548 25.2043102)
25.2039413,104.6831041,cooling_tower,POINT (104.6831041 25.2039413)
34.5329037,109.9392629,cooling_tower,POINT (109.9392629 34.5329037)
34.5329479,109.9379862,cooling_tower,POINT (109.9379862 34.5329479)
34.5312553,109.9312270,cooling_tower,POINT (109.931227 34.5312553)
34.5335135,109.9309748,cooling_tower,POINT (109.9309748 34.5335135)
24.1535949,81.9038563,cooling_tower,POINT (81.9038563 24.1535949)
24.1535559,81.9009253,cooling_tower,POINT (81.9009253 24.1535559)
53.7080079,23.8229797,cooling_tower,POINT (23.8229797 53.7080079)
26.2094845,-98.3991152,cooling_tower,POINT (-98.3991152 26.2094845)
59.8288304,29.0636339,cooling_tower,POINT (29.0636339 59.8288304)
59.8302961,29.0621062,cooling_tower,POINT (29.0621062 59.8302961)
59.8324226,29.0648832,cooling_tower,POINT (29.0648832 59.8324226)
34.1053613,118.4037149,cooling_tower,POINT (118.4037149 34.1053613)
21.6745351,110.8742183,cooling_tower,POINT (110.8742183 21.6745351)
21.6744606,110.8727349,cooling_tower,POINT (110.8727349 21.6744606)
21.6732095,110.8749829,cooling_tower,POINT (110.8749829 21.6732095)
40.4135032,29.1176722,cooling_tower,POINT (29.1176722 40.4135032)
42.0497796,25.6242370,cooling_tower,POINT (25.624237 42.0497796)
42.0502432,25.6200703,cooling_tower,POINT (25.6200703 42.0502432)
42.0483560,25.6287794,cooling_tower,POINT (25.6287794 42.048356)
42.0484207,25.6280881,cooling_tower,POINT (25.6280881 42.0484207)
42.0494385,25.6289216,cooling_tower,POINT (25.6289216 42.0494385)
42.0493574,25.6298402,cooling_tower,POINT (25.6298402 42.0493574)
42.0481653,25.6356847,cooling_tower,POINT (25.6356847 42.0481653)
42.0539740,25.6219920,cooling_tower,POINT (25.621992 42.053974)
42.0537191,25.6262138,cooling_tower,POINT (25.6262138 42.0537191)
42.0538017,25.6253515,cooling_tower,POINT (25.6253515 42.0538017)
34.7334097,111.0838380,cooling_tower,POINT (111.083838 34.7334097)
34.7343918,111.0836123,cooling_tower,POINT (111.0836123 34.7343918)
35.5728545,111.6657696,cooling_tower,POINT (111.6657696 35.5728545)
35.5730519,111.6649967,cooling_tower,POINT (111.6649967 35.5730519)
45.3075831,21.9052150,cooling_tower,POINT (21.905215 45.3075831)
45.2976154,21.9015149,cooling_tower,POINT (21.9015149 45.2976154)
36.5639787,112.2291386,cooling_tower,POINT (112.2291386 36.5639787)
36.5579899,112.2452606,cooling_tower,POINT (112.2452606 36.5579899)
38.8820690,112.4103671,cooling_tower,POINT (112.4103671 38.882069)
38.8823389,112.4099875,cooling_tower,POINT (112.4099875 38.8823389)
37.9619952,113.8501112,cooling_tower,POINT (113.8501112 37.9619952)
37.9615460,113.8477721,cooling_tower,POINT (113.8477721 37.961546)
37.9617229,113.8487475,cooling_tower,POINT (113.8487475 37.9617229)
36.5300478,104.2299397,cooling_tower,POINT (104.2299397 36.5300478)
24.3139583,78.1276945,cooling_tower,POINT (78.1276945 24.3139583)
24.3125389,78.1269426,cooling_tower,POINT (78.12694260000001 24.3125389)
47.9428877,21.6929820,cooling_tower,POINT (21.692982 47.9428877)
47.9436793,21.6896651,cooling_tower,POINT (21.6896651 47.9436793)
29.0258726,48.1375140,cooling_tower,POINT (48.137514 29.0258726)
29.0258350,48.1359815,cooling_tower,POINT (48.1359815 29.025835)
46.1170738,24.2209144,cooling_tower,POINT (24.2209144 46.1170738)
46.1158854,24.2215149,cooling_tower,POINT (24.2215149 46.1158854)
27.6284483,111.4797290,cooling_tower,POINT (111.479729 27.6284483)
27.6285867,111.4815507,cooling_tower,POINT (111.4815507 27.6285867)
27.6287489,111.4834350,cooling_tower,POINT (111.483435 27.6287489)
24.5327875,76.1018529,cooling_tower,POINT (76.1018529 24.5327875)
24.5346378,76.0994056,cooling_tower,POINT (76.0994056 24.5346378)
27.0346523,49.5621764,cooling_tower,POINT (49.5621764 27.0346523)
18.3864947,79.8255322,cooling_tower,POINT (79.8255322 18.3864947)
44.8857000,26.0055954,cooling_tower,POINT (26.0055954 44.8857)
44.8849490,26.0061424,cooling_tower,POINT (26.0061424 44.884949)
42.3051585,119.3276954,cooling_tower,POINT (119.3276954 42.3051585)
42.3049377,119.3243229,cooling_tower,POINT (119.3243229 42.3049377)
42.3047299,119.3228108,cooling_tower,POINT (119.3228108 42.3047299)
40.6173751,49.5831120,cooling_tower,POINT (49.583112 40.6173751)
40.6173058,49.5834097,cooling_tower,POINT (49.5834097 40.6173058)
40.6171185,49.5842868,cooling_tower,POINT (49.5842868 40.6171185)
40.6170452,49.5845818,cooling_tower,POINT (49.5845818 40.6170452)
40.6174484,49.5844424,cooling_tower,POINT (49.5844424 40.6174484)
40.6173791,49.5847454,cooling_tower,POINT (49.5847454 40.6173791)
42.2886277,119.0506477,cooling_tower,POINT (119.0506477 42.2886277)
42.2895880,119.0506920,cooling_tower,POINT (119.050692 42.289588)
40.5674162,109.7867033,cooling_tower,POINT (109.7867033 40.5674162)
40.5678401,109.7849469,cooling_tower,POINT (109.7849469 40.5678401)
38.0043135,114.6933632,cooling_tower,POINT (114.6933632 38.0043135)
38.0043507,114.6914202,cooling_tower,POINT (114.6914202 38.0043507)
34.9644322,108.9714258,cooling_tower,POINT (108.9714258 34.9644322)
31.9548864,54.0687793,cooling_tower,POINT (54.0687793 31.9548864)
31.9558886,54.0670662,cooling_tower,POINT (54.0670662 31.9558886)
31.9613740,54.0728623,cooling_tower,POINT (54.0728623 31.961374)
41.8127829,123.4893886,cooling_tower,POINT (123.4893886 41.8127829)
41.8136815,123.4898666,cooling_tower,POINT (123.4898666 41.8136815)
41.8153149,123.4964109,cooling_tower,POINT (123.4964109 41.8153149)
-26.0896354,28.9632923,cooling_tower,POINT (28.9632923 -26.0896354)
-26.0871205,28.9640808,cooling_tower,POINT (28.9640808 -26.0871205)
-26.0850849,28.9658591,cooling_tower,POINT (28.9658591 -26.0850849)
-26.0872602,28.9745120,cooling_tower,POINT (28.974512 -26.0872602)
-26.0898715,28.9748311,cooling_tower,POINT (28.9748311 -26.0898715)
-26.0924122,28.9740355,cooling_tower,POINT (28.9740355 -26.0924122)
-25.9395944,29.7901985,cooling_tower,POINT (29.7901985 -25.9395944)
-25.9389383,29.7919258,cooling_tower,POINT (29.7919258 -25.9389383)
-25.9407451,29.7888401,cooling_tower,POINT (29.7888401 -25.9407451)
-25.9484171,29.7935727,cooling_tower,POINT (29.7935727 -25.9484171)
-25.9482724,29.7917193,cooling_tower,POINT (29.7917193 -25.9482724)
-25.9475964,29.7900159,cooling_tower,POINT (29.7900159 -25.9475964)
-26.2773889,29.1396126,cooling_tower,POINT (29.1396126 -26.2773889)
-26.2789763,29.1362813,cooling_tower,POINT (29.1362813 -26.2789763)
-26.2779246,29.1378005,cooling_tower,POINT (29.1378005 -26.2779246)
-26.2851594,29.1437432,cooling_tower,POINT (29.1437432 -26.2851594)
-26.2859818,29.1420561,cooling_tower,POINT (29.1420561 -26.2859818)
-26.2863748,29.1402240,cooling_tower,POINT (29.140224 -26.2863748)
33.2679049,36.3317201,cooling_tower,POINT (36.3317201 33.2679049)
33.2697312,36.3301294,cooling_tower,POINT (36.3301294 33.2697312)
31.8029244,104.7693239,cooling_tower,POINT (104.7693239 31.8029244)
31.8070499,104.7723279,cooling_tower,POINT (104.7723279 31.8070499)
31.8070894,104.7708723,cooling_tower,POINT (104.7708723 31.8070894)
31.8029080,104.7674464,cooling_tower,POINT (104.7674464 31.802908)
27.0237784,49.5264745,cooling_tower,POINT (49.5264745 27.0237784)
27.0252397,49.5248889,cooling_tower,POINT (49.5248889 27.0252397)
40.5639468,111.8645412,cooling_tower,POINT (111.8645412 40.5639468)
41.0082022,70.1264955,cooling_tower,POINT (70.1264955 41.0082022)
41.0088590,70.1266095,cooling_tower,POINT (70.1266095 41.008859)
41.0086060,70.1275778,cooling_tower,POINT (70.1275778 41.008606)
41.0090898,70.1283006,cooling_tower,POINT (70.1283006 41.0090898)
41.0098154,70.1281772,cooling_tower,POINT (70.1281772 41.0098154)
41.0095492,70.1290906,cooling_tower,POINT (70.1290906 41.0095492)
41.0100460,70.1298549,cooling_tower,POINT (70.1298549 41.010046)
41.0103091,70.1289277,cooling_tower,POINT (70.12892770000001 41.0103091)
24.9248663,51.5428882,cooling_tower,POINT (51.5428882 24.9248663)
24.9203092,51.5564976,cooling_tower,POINT (51.5564976 24.9203092)
24.9211107,51.5576852,cooling_tower,POINT (51.5576852 24.9211107)
24.9231053,51.5570938,cooling_tower,POINT (51.5570938 24.9231053)
24.9233333,51.5576698,cooling_tower,POINT (51.5576698 24.9233333)
24.9236842,51.5569603,cooling_tower,POINT (51.5569603 24.9236842)
24.9239032,51.5575437,cooling_tower,POINT (51.5575437 24.9239032)
24.9244176,51.5576443,cooling_tower,POINT (51.5576443 24.9244176)
32.8045727,51.4953613,cooling_tower,POINT (51.4953613 32.8045727)
32.8030138,51.4961363,cooling_tower,POINT (51.4961363 32.8030138)
32.8023888,51.4946065,cooling_tower,POINT (51.4946065 32.8023888)
32.8039487,51.4937322,cooling_tower,POINT (51.4937322 32.8039487)
26.6013657,105.2007117,cooling_tower,POINT (105.2007117 26.6013657)
26.6005792,105.2017423,cooling_tower,POINT (105.2017423 26.6005792)
26.6022734,105.2015653,cooling_tower,POINT (105.2015653 26.6022734)
26.6014775,105.2026116,cooling_tower,POINT (105.2026116 26.6014775)
33.0026807,115.8421293,cooling_tower,POINT (115.8421293 33.0026807)
33.0024289,115.8440895,cooling_tower,POINT (115.8440895 33.0024289)
27.2946517,109.0104423,cooling_tower,POINT (109.0104423 27.2946517)
27.2946585,109.0118803,cooling_tower,POINT (109.0118803 27.2946585)
44.3267051,4.7269296,cooling_tower,POINT (4.7269296 44.3267051)
44.3267534,4.7246551,cooling_tower,POINT (4.7246551 44.3267534)
-38.1795298,146.3423121,cooling_tower,POINT (146.3423121 -38.1795298)
38.1422826,106.5686448,cooling_tower,POINT (106.5686448 38.1422826)
38.1413553,106.5686390,cooling_tower,POINT (106.568639 38.1413553)
38.1712850,106.5736954,cooling_tower,POINT (106.5736954 38.171285)
